var,bucket,n,mean_var,o15_mean,o15_up,o30_mean,o30_med,o30_up,o60_mean,o60_up,omfe,omae,u30_mean,u30_up
resp15,"(11.615, 82.435]",133,45.87992638768977,0.01142332608111495,49.62406015037594,0.3744955434748981,-1.3867488443759717,42.857142857142854,1.3564638970872764,48.87218045112782,23.271820626842317,-19.097533670889568,0.021127249300635188,54.13533834586466
resp15,"(82.435, 3669.35]",134,319.584103917435,-1.6091795551558021,49.25373134328358,-3.7095258635405277,-1.8810135862395816,45.52238805970149,-3.5879591687457615,42.53731343283582,25.49074154445874,-24.653251888841705,0.00761102828504342,52.98507462686567
range_exp,"(0.262, 0.712]",130,0.5504939598547887,-0.972517084893252,33.84615384615385,0.06676924893394454,1.669953065599172,57.692307692307686,-1.165537313884779,49.23076923076923,20.782053805872394,-19.224374113008995,0.027680321523850422,56.92307692307692
range_exp,"(0.712, 0.994]",129,0.8477331448255894,-1.1917001924753552,32.55813953488372,0.9402658118374974,0.5038629492777964,51.93798449612403,2.8513794681826807,56.58914728682171,22.403041766629954,-17.63404880834295,0.03339600842299206,59.68992248062015
range_exp,"(0.994, 1.346]",129,1.1418823577843844,-0.03189846509204009,42.63565891472868,-0.9401452945399079,-2.05162144275314,41.86046511627907,-1.102174811941932,46.51162790697674,25.112078275364542,-20.944343842860786,0.019945770443066654,59.68992248062015
range_exp,"(1.346, 6.163]",130,1.958381561272556,-1.2076184484648458,35.38461538461539,0.2594366638328031,-1.4546765466150746,40.0,-0.17820969968798073,39.23076923076923,28.795134393390583,-22.50708333645113,0.02620715805648115,50.76923076923077
prem_pos,"(-0.001, 0.249]",130,0.1275302786409672,-0.5841086798223225,35.38461538461539,0.09057833258424221,-0.16498086836171055,47.69230769230769,-1.171358933609419,49.23076923076923,33.0662510373476,-21.99798588316014,0.027483339637745876,60.76923076923077
prem_pos,"(0.249, 0.51]",129,0.38332229129602424,-2.546345463554349,27.906976744186046,-0.2427463025821272,0.2838221381267712,50.3875968992248,-2.6469450488272304,46.51162790697674,21.06526953272115,-20.527249559376717,0.021719589983054188,53.48837209302325
prem_pos,"(0.51, 0.754]",129,0.635166405750029,-0.3342712737043759,38.759689922480625,0.47589889435369565,-1.1023622047244095,46.51162790697674,1.20848667741679,50.3875968992248,21.184616591546483,-17.918384914022393,0.02943898800083446,58.91472868217055
prem_pos,"(0.754, 1.0]",130,0.8803767558362728,0.048244933234852065,42.30769230769231,0.004388060127556551,-0.4803546678167714,46.92307692307692,2.9749430583250676,45.38461538461539,21.73566928027511,-19.86520852735227,0.028570546971816005,53.84615384615385
