i,timestamp,direction,spot,open,high,low,prev_open,prev_high,prev_low,prev_close,ema20,ema50,rsi,ema_sep_pct,body_pct,upper_wick,lower_wick,close_loc,range_vs_atr,pullback_depth_pct,band_pos,sig_bull,prev_bull,u5,u10,u15,u30,u60,next_dirs,contract_found,premium,option_atr,strike,strike_dist,expiry,dte,instrument_key,o5,o10,o15,o30,o60,opt_next_dirs
261,2024-10-07T12:15:00+05:30,PE,24907.05,24924.75,24933.8,24902.0,24907.6,24929.2,24899.3,24925.45,24933.265281,24991.725509,45.6633,0.23391833420604458,0.5566037735849413,0.2845911949685371,0.15880503144652164,0.15880503144652164,0.7276729182541917,0.00214460077319591,0.16785811154066305,False,True,0.13168962201464757,0.07788959350867106,-0.04416420250491327,-0.33865913466267,-0.5066838505563714,"up,down,down",True,163.4,23.134348,24900.0,-7.049999999999272,2024-10-10,3.0,NSE_FO|47165|10-10-2024,0.0,-10.342717258261937,-10.342717258261937,2.845777233782133,27.723378212974286,"flat,down,flat"
263,2024-10-07T12:25:00+05:30,PE,24926.45,24939.6,24945.05,24921.55,24907.75,24960.05,24899.75,24939.85,24933.183597,24987.21113,48.9003,0.21622074075779582,0.5595744680850135,0.23191489361705223,0.20851063829793426,0.20851063829793426,0.5419868569340357,0.04759281121817021,0.19310711734343194,False,True,-0.12195880279783705,-0.07060772793559525,-0.19136298991633677,-0.41943397475372246,-0.5227378948867539,"down,up,down",True,174.25,24.709527,24950.0,23.549999999999272,2024-10-10,3.0,NSE_FO|47167|10-10-2024,0.0,8.493543758967007,8.493543758967007,15.868005738880923,35.064562410329984,"flat,up,flat"
264,2024-10-07T12:30:00+05:30,PE,24896.05,24925.85,24927.4,24892.8,24939.6,24945.05,24921.55,24926.45,24929.647064,24983.636183,46.7223,0.21609792347494508,0.8612716763005027,0.044797687861352964,0.09393063583814436,0.09393063583814436,0.8096722037403482,-0.009013621389145661,0.16165909922825375,False,False,0.051413778490962514,-0.06948893499169255,-0.29462505096189373,-0.41030605256656305,-0.5306062608325359,"up,down,down",True,168.05,21.531571,24900.0,3.9500000000007276,2024-10-10,3.0,NSE_FO|47165|10-10-2024,0.0,-4.135673906575434,-4.135673906575434,24.189229396013076,32.966379053853004,"flat,down,flat"
266,2024-10-07T12:40:00+05:30,PE,24878.75,24911.45,24915.55,24875.3,24899.9,24916.6,24892.25,24908.85,24923.007688,24976.70522,44.6022,0.21499045421331325,0.8124223602484653,0.10186335403723093,0.0857142857143038,0.0857142857143038,0.9737120015846468,-0.029922905346584573,0.1500428303630098,False,True,-0.22529266944681414,-0.25785057529016314,-0.22850826508565963,-0.3412550871727939,-0.5956890920966718,"down,down,up",True,179.1,20.709803,24900.0,21.25,2024-10-10,3.0,NSE_FO|47165|10-10-2024,0.0,16.527079843662758,16.527079843662758,16.83417085427136,28.112786152987155,"flat,up,flat"
267,2024-10-07T12:45:00+05:30,PE,24822.7,24880.1,24880.1,24822.5,24911.45,24915.55,24875.3,24878.75,24913.454574,24970.665799,40.2586,0.22911373473385818,0.996527777777765,0.0,0.003472222222234942,0.003472222222234942,1.3553475342851404,-0.13388177019340436,0.09228790544811227,False,False,-0.03263142204515296,-0.003222856498282912,-0.11602283393828741,-0.16859568056658697,-0.4796013326511591,"down,up,down",True,164.9,18.60809,24800.0,-22.700000000000728,2024-10-10,3.0,NSE_FO|47151|10-10-2024,0.0,1.9708914493632503,1.9708914493632503,7.610673135233465,12.64402668283808,"flat,up,flat"
284,2024-10-07T14:10:00+05:30,PE,24763.1,24817.65,24835.6,24763.1,24781.55,24827.25,24781.55,24819.3,24797.508281,24873.494069,49.8445,0.30548899880818664,0.7524137931034884,0.2475862068965116,0.0,0.0,1.6198182823058178,0.15361107482394157,0.252006152679967,False,True,-0.04805537271180837,-0.12215756508676216,-0.1663765845148511,0.21624917720318906,0.06077591254730995,"down,down,down",True,172.4,22.979105,24750.0,-13.099999999998545,2024-10-10,3.0,NSE_FO|47149|10-10-2024,0.0,4.089327146171684,4.089327146171684,13.486078886310903,-8.903712296983755,"flat,up,flat"
285,2024-10-07T14:15:00+05:30,PE,24751.2,24761.55,24771.2,24744.0,24817.65,24835.6,24763.1,24763.1,24793.097969,24868.698223,41.8123,0.303997633177604,0.38051470588228925,0.3547794117647499,0.26470588235296083,0.26470588235296083,0.6252304962794815,-0.08832284302420743,0.11759842054210945,False,False,-0.07413781958047361,-0.11837809883964928,0.062017195125887006,0.5201767995087107,0.22584763567018087,"down,down,up",True,179.45,21.714636,24750.0,-1.2000000000007276,2024-10-10,3.0,NSE_FO|47149|10-10-2024,0.0,5.238227918640293,5.238227918640293,-2.1733073279464907,-26.441905823349117,"flat,up,flat"
286,2024-10-07T14:20:00+05:30,PE,24732.85,24750.75,24762.2,24729.45,24761.55,24771.2,24744.0,24751.2,24787.360067,24863.370842,40.3303,0.3057138771851442,0.5465648854962276,0.34961832061070924,0.10381679389306313,0.10381679389306313,0.7663361156755235,-0.10150361689180809,0.11027576839344246,False,False,-0.04427310237193485,0.13625603195750077,0.06287184857387204,0.5419917235579519,0.32446725710947183,"down,up,down",True,188.85,21.120273,24750.0,17.150000000001455,2024-10-10,3.0,NSE_FO|47149|10-10-2024,0.0,3.6007413290971737,3.6007413290971737,-1.6944665078104257,-28.196981731532965,"flat,up,flat"
287,2024-10-07T14:25:00+05:30,PE,24721.9,24732.5,24748.7,24718.85,24750.75,24762.2,24729.45,24732.85,24781.125775,24857.822966,38.0884,0.30854347585025477,0.35510887772186833,0.5427135678391807,0.102177554438951,0.102177554438951,0.7138518174201458,-0.13084867610297135,0.09397295772057213,False,False,0.18060909557921445,0.10719240835049086,0.3832634223097739,0.3147007309308721,0.3927691641823587,"up,down,up",True,172.0,18.758516,24700.0,-21.900000000001455,2024-10-10,3.0,NSE_FO|47147|10-10-2024,0.0,-9.156976744186046,-9.156976744186046,-20.348837209302324,-21.918604651162784,"flat,down,flat"
294,2024-10-07T15:00:00+05:30,PE,24788.8,24796.6,24847.55,24787.2,24866.35,24872.95,24793.7,24799.7,24796.730976,24846.319884,49.2444,0.1995825065100878,0.12924606462302338,0.8442419221209935,0.026512013255983156,0.026512013255983156,1.1532519104998273,0.20494243394093575,0.2805235744116332,False,False,0.043971470986903176,-0.0429629510101248,0.0738236622990999,-0.044979990963652204,0.3646808235977597,"up,down,up",True,175.65,29.993077,24800.0,11.200000000000728,2024-10-10,3.0,NSE_FO|47151|10-10-2024,0.0,-9.109023626530032,-9.109023626530032,-12.325647594648451,6.091659550241952,"flat,down,flat"
296,2024-10-07T15:10:00+05:30,PE,24778.15,24801.1,24801.1,24767.45,24788.55,24803.45,24770.2,24799.7,24795.217193,24841.89002,49.3824,0.18787953316926612,0.6820208023773723,0.0,0.31797919762262766,0.31797919762262766,0.6766478219409967,0.023725571565708762,0.1798475397587272,False,True,0.1168368098506026,0.14105169272119625,0.1648629942106192,0.23024317796122498,0.31580243077065884,"up,up,up",True,170.8,27.508022,24800.0,21.849999999998545,2024-10-10,3.0,NSE_FO|47151|10-10-2024,0.0,-9.836065573770497,-9.836065573770497,-13.348946135831389,-3.5421545667447374,"flat,down,flat"
300,2024-10-08T09:15:00+05:30,PE,24777.65,24832.2,24865.1,24765.8,24813.65,24832.4,24811.1,24819.0,24797.825778,24836.256133,52.2246,0.15473489560666073,0.5493454179254751,0.3313192346424779,0.11933534743204703,0.11933534743204703,2.0281839132662625,0.2712908083243491,0.31738378240242004,False,True,0.13035941665169726,0.23226577177415642,0.10957455610196211,0.40984516287863965,0.26959780285862167,"up,up,down",True,186.35,31.4861,24800.0,22.349999999998545,2024-10-10,2.0,NSE_FO|47151|10-10-2024,0.0,0.0,0.0,-11.591092031124225,-10.517842768983094,"flat,flat,flat"
361,2024-10-08T14:20:00+05:30,CE,25029.0,25015.4,25032.5,25012.6,25036.85,25044.0,25013.7,25014.35,24991.081398,24950.388204,60.492,0.16309643628500992,0.6834170854270126,0.17587939698491176,0.14070351758807567,0.8241206030150883,0.7826900735312331,-0.08610512549377797,0.8811695141632183,True,False,0.01877821726797206,-0.09109433057652833,-0.12445563146750352,-0.35778496943545196,0.0005993048064303616,"up,down,down",True,123.9,14.503763,25050.0,21.0,2024-10-10,2.0,NSE_FO|47172|10-10-2024,0.0,1.2510088781275197,1.2510088781275197,-19.57223567393059,-41.04116222760291,"flat,up,flat"
380,2024-10-09T09:40:00+05:30,CE,25086.55,25051.4,25091.0,25048.6,25059.55,25066.4,25042.5,25050.75,25029.123465,24990.569632,59.0977,0.15427352624501298,0.8290094339621842,0.10495283018869281,0.06603773584912298,0.8950471698113072,1.3955128206816534,-0.07781548973232477,0.8765641609624056,True,False,0.03866613783083257,-0.009965499440935482,-0.03826751785318645,0.3366345711148035,0.37191243913570926,"up,down,down",True,104.85,0.0,25100.0,13.450000000000728,2024-10-10,1.0,NSE_FO|48516|10-10-2024,0.0,3.9580352885073973,3.9580352885073973,-0.2861230329041461,57.46304244158321,"flat,up,flat"
385,2024-10-09T10:05:00+05:30,CE,25178.25,25044.75,25178.5,25044.75,25077.85,25083.0,25031.35,25044.95,25056.576601,25009.888366,52.745,0.186679101948621,0.9981308411214953,0.001869158878504673,0.0,0.9981308411214953,3.533731161448,0.04719958830899776,0.8071113398283384,True,False,-0.028794693832970914,-0.16144886956004273,-0.15429984212563838,0.039915403175356794,0.11895187314448276,"down,down,up",True,102.55,15.83105,25200.0,21.75,2024-10-10,1.0,NSE_FO|48534|10-10-2024,0.0,6.1921014139444255,6.1921014139444255,-15.650901999024864,-1.0238907849829324,"flat,up,flat"
390,2024-10-09T10:30:00+05:30,CE,25144.45,25117.65,25144.45,25117.65,25138.2,25140.55,25109.5,25117.6,25089.678227,25033.737696,58.3339,0.22346056221935495,1.0,0.0,0.0,1.0,0.7338110936410934,-0.1114871731192614,0.8952706517329274,True,False,0.17439236093849156,0.14078653539845895,0.2422005651346433,0.2103843989428992,0.303247834015061,"up,down,up",True,107.0,19.195178,25150.0,5.549999999999272,2024-10-10,1.0,NSE_FO|48530|10-10-2024,0.0,19.20560747663551,19.20560747663551,21.82242990654205,14.532710280373829,"flat,up,flat"
391,2024-10-09T10:35:00+05:30,CE,25188.3,25144.1,25193.0,25143.7,25117.65,25144.45,25117.65,25144.45,25099.070777,25039.798962,61.7892,0.23671042682870586,0.896551724137959,0.09533468559839345,0.008113590263647528,0.9046653144016066,1.316970522219397,-0.17781225208104806,0.9321179178228136,True,True,-0.03354732157390823,0.06769015773195997,0.08893017790006255,0.0790049348308598,0.057963419524152814,"down,up,up",True,101.5,16.696087,25200.0,11.700000000000728,2024-10-10,1.0,NSE_FO|48534|10-10-2024,0.0,-6.600985221674879,-6.600985221674879,6.157635467980295,3.4975369458128047,"flat,down,flat"
622,2024-10-14T11:05:00+05:30,CE,25093.25,25075.25,25097.7,25075.1,25090.05,25093.05,25073.85,25075.4,25078.499769,25039.749162,53.5621,0.15475637055823846,0.7964601769910735,0.19690265486726982,0.006637168141656669,0.8030973451327302,1.1008251073853519,0.013556508687980487,0.8258019396177954,True,False,0.03287736741952517,0.07472128958982993,0.08129676307374077,0.1500403494963843,0.2365177886483359,"up,up,up",True,125.6,11.431209,25100.0,6.75,2024-10-17,3.0,NSE_FO|48310|17-10-2024,0.0,4.339171974522307,4.339171974522307,9.315286624203836,15.485668789808932,"flat,up,flat"
623,2024-10-14T11:10:00+05:30,CE,25101.5,25094.05,25103.5,25089.85,25075.25,25097.7,25075.1,25093.25,25080.690267,25042.170764,58.8542,0.15381854617562887,0.5457875457875409,0.1465201465201309,0.3076923076923282,0.8534798534798691,0.6811845644875908,-0.03652105624879362,0.8536228090271157,True,True,0.041830169511782166,0.04840348186363944,0.04581399517957094,0.11333984024859362,0.21154114295957827,"up,up,down",True,131.05,10.951654,25100.0,-1.5,2024-10-17,3.0,NSE_FO|48310|17-10-2024,0.0,4.6547119420068634,4.6547119420068634,4.196871423120946,9.194963754292242,"flat,up,flat"
624,2024-10-14T11:15:00+05:30,CE,25112.0,25102.35,25121.05,25100.35,25094.05,25103.5,25089.85,25101.5,25083.672146,25044.909165,61.0628,0.1547738933474381,0.46618357487928097,0.4371980676327997,0.0966183574879193,0.5628019323672003,1.0305755331212403,-0.0664888852912922,0.8702716029396137,True,True,0.006570563873850969,0.00398215992354253,0.0031857279388311263,0.12683179356482377,0.11229690984390223,"up,down,down",True,137.15,11.102957,25100.0,-12.0,2024-10-17,3.0,NSE_FO|48310|17-10-2024,0.0,0.10936930368210403,0.10936930368210403,-1.0207801676996031,9.733868027706885,"flat,up,flat"
865,2024-10-17T12:35:00+05:30,PE,24786.2,24790.65,24792.35,24783.5,24789.6,24797.9,24789.05,24791.25,24797.421774,24843.092653,41.349,0.18383733312883666,0.502824858757227,0.1920903954799287,0.3050847457628442,0.3050847457628442,0.5277423415193353,-0.02045282790373691,0.1553039844979239,False,True,-0.04659851046146352,-0.02703117057072374,-0.012506959517805,0.01755008835561137,-0.04316918285175109,"down,up,up",True,29.35,6.131112,24800.0,13.799999999999272,2024-10-17,0.0,NSE_FO|48252|17-10-2024,0.0,19.761499148211232,19.761499148211232,15.843270868824527,15.33219761499148,"flat,up,flat"
866,2024-10-17T12:40:00+05:30,PE,24774.65,24786.2,24791.85,24773.3,24790.65,24792.35,24783.5,24786.2,24795.253033,24840.408627,39.4397,0.18178281475981226,0.6226415094339475,0.3045822102424819,0.07277628032357066,0.07277628032357066,1.0978460142833182,-0.013724534270625218,0.15904192540521092,False,False,0.019576462230540267,0.03410744450475421,0.07648947613789533,0.04884024597723296,-0.005650937551091358,"up,up,up",True,10.4,2.626463,24750.0,-24.650000000001455,2024-10-17,0.0,NSE_FO|48248|17-10-2024,0.0,-8.653846153846157,-8.653846153846157,-21.634615384615383,-16.826923076923077,"flat,down,flat"
907,2024-10-18T09:50:00+05:30,PE,24631.6,24703.05,24705.9,24626.35,24654.35,24705.6,24647.3,24703.8,24688.991053,24738.327695,49.1835,0.1994340224136092,0.8981772470144326,0.03582652419864335,0.06599622878692404,0.06599622878692404,2.180718604210783,0.06848780075176568,0.20471544486209103,False,True,0.06008541873042317,0.04851491579922022,0.11651699442992225,0.17294857012943612,0.3704590850777051,"up,down,up",True,151.69,27.591327,24650.0,18.400000000001455,2024-10-24,6.0,NSE_FO|43836|24-10-2024,0.0,-2.432592787922736,-2.432592787922736,-12.288219394818372,-17.85879095523766,"flat,down,flat"
1083,2024-10-22T12:00:00+05:30,PE,24660.4,24683.05,24696.25,24658.95,24632.9,24686.35,24626.9,24683.1,24694.619436,24735.281128,44.9545,0.16438742616096397,0.6072386058980767,0.3538873994638334,0.03887399463808997,0.03887399463808997,1.0067680454197403,0.006602912040110614,0.17033495113339617,False,True,0.022100209242336254,-0.02716906457316478,-0.03345444518337091,-0.03649575838185917,-0.21410844917358562,"up,down,down",True,105.7,18.685145,24650.0,-10.400000000001455,2024-10-24,2.0,NSE_FO|43836|24-10-2024,0.0,0.0,0.0,0.2838221381267712,2.980132450331118,"flat,flat,flat"
1085,2024-10-22T12:10:00+05:30,PE,24653.7,24665.65,24670.05,24652.7,24660.75,24671.6,24657.6,24665.85,24688.243348,24729.465854,42.6845,0.16669387945284106,0.6887608069165262,0.2536023054753998,0.057636887608074,0.057636887608074,0.5085980478687366,-0.07369235527838615,0.12572646928978523,False,True,-0.006287088753409315,0.16894015908361754,-0.05090513797117379,-0.08720800528926692,-0.13020357999003063,"down,up,down",True,108.3,14.82831,24650.0,-3.7000000000007276,2024-10-24,2.0,NSE_FO|43836|24-10-2024,0.0,0.0,0.0,0.5078485687903944,6.278855032317633,"flat,flat,flat"
1086,2024-10-22T12:15:00+05:30,PE,24652.15,24653.7,24657.05,24641.85,24665.65,24670.05,24652.7,24653.7,24684.805886,24726.43386,40.8126,0.1683541356416316,0.10197368421047356,0.22039473684199898,0.6776315789475275,0.6776315789475275,0.4639460928825794,-0.11244117587224282,0.10419934673764424,False,False,0.1752382652222913,-0.04462085457049385,-0.0030423309934427623,-0.181120105142965,-0.2904411988406779,"up,down,up",True,108.85,13.474245,24650.0,-2.150000000001455,2024-10-24,2.0,NSE_FO|43836|24-10-2024,0.0,0.0,0.0,-18.5576481396417,-2.802021129995404,"flat,flat,flat"
1088,2024-10-22T12:25:00+05:30,PE,24641.15,24695.65,24695.65,24635.9,24652.45,24702.0,24651.05,24695.35,24681.556746,24721.918223,49.6236,0.1632619145323924,0.9121338912133892,0.0,0.08786610878661087,0.08786610878661087,1.6645109740581718,0.05710034478391274,0.19838908043550726,False,True,0.041597084551654444,-0.05113397710740847,-0.0363213567548622,-0.07446892697784878,-0.22360969354109764,"up,down,up",True,115.1,19.512657,24650.0,8.849999999998545,2024-10-24,2.0,NSE_FO|43836|24-10-2024,0.0,0.0,0.0,-8.079930495221545,0.30408340573415166,"flat,flat,flat"
1090,2024-10-22T12:35:00+05:30,PE,24628.55,24651.1,24651.1,24615.45,24641.05,24653.8,24619.55,24651.4,24673.909944,24715.599751,43.1291,0.16867811188079987,0.6325385694249832,0.0,0.36746143057501673,0.36746143057501673,0.9960589593141854,-0.09244559963041965,0.11530800020532045,False,True,0.014820198509459368,-0.08546991195177658,-0.08567292836971135,-0.12018571941912351,-0.1329757537492057,"up,down,down",True,118.85,21.377058,24650.0,21.450000000000728,2024-10-24,2.0,NSE_FO|43836|24-10-2024,0.0,0.0,0.0,-2.860748843079505,13.925115692048811,"flat,flat,flat"
1092,2024-10-22T12:45:00+05:30,PE,24607.5,24633.4,24634.1,24607.5,24628.05,24636.0,24620.5,24632.2,24663.991133,24708.218225,40.6715,0.17899749628749684,0.9736842105264237,0.026315789473576236,0.0,0.0,0.7872450905575588,-0.12119341447543405,0.09933699195809056,False,True,-0.00020319008432092818,0.06217616580310585,0.00040638016864185636,-0.10951945545057697,0.021334958854007924,"down,up,down",True,107.95,16.450555,24600.0,-7.5,2024-10-24,2.0,NSE_FO|43752|24-10-2024,0.0,0.0,0.0,2.825382121352475,4.168596572487263,"flat,flat,flat"
1098,2024-10-22T13:15:00+05:30,PE,24580.55,24621.9,24622.05,24577.3,24599.1,24624.4,24587.65,24621.6,24637.449793,24686.403256,42.6821,0.19830131790504382,0.9240223463687639,0.0033519553072137924,0.07262569832402235,0.07262569832402235,1.3571613050050653,-0.06250562915150372,0.13194131713805318,False,True,0.022578827568948915,0.022375414707970324,0.07953442864378248,0.13099788247212016,0.04108939791828166,"up,down,up",True,121.9,20.240364,24600.0,19.450000000000728,2024-10-24,2.0,NSE_FO|43752|24-10-2024,0.0,0.0,0.0,-1.886792452830198,-5.291222313371618,"flat,flat,flat"
1107,2024-10-22T14:00:00+05:30,PE,24589.9,24605.7,24618.0,24589.9,24611.25,24615.5,24599.65,24605.85,24614.476897,24659.719972,43.9235,0.18346954081948202,0.5622775800711776,0.4377224199288224,0.0,0.0,0.9987228786761236,0.014313133749468108,0.17461840763859213,False,False,-0.004880052379231829,0.17344519497841723,0.003050032737018044,-0.0876376073103303,-0.46828169289017624,"down,up,down",True,119.55,16.459974,24600.0,10.099999999998545,2024-10-24,2.0,NSE_FO|43752|24-10-2024,0.0,0.0,0.0,-1.9657047260560385,-6.106231702216643,"flat,flat,flat"
1108,2024-10-22T14:05:00+05:30,PE,24588.7,24591.15,24592.6,24581.25,24605.7,24618.0,24589.9,24589.9,24612.021954,24656.934875,40.4315,0.1821512739831138,0.21585903083709618,0.12775330396451767,0.6563876651983861,0.6563876651983861,0.4213544984214072,-0.07891246820883312,0.12282640655064951,False,False,0.17833395014782621,0.007930472127443614,0.015250907937385871,-0.15738936991382516,-0.4233652043418407,"up,down,up",True,117.2,13.981865,24600.0,11.299999999999272,2024-10-24,2.0,NSE_FO|43752|24-10-2024,0.0,0.0,0.0,-17.235494880546078,-3.0716723549488125,"flat,flat,flat"
1110,2024-10-22T14:15:00+05:30,PE,24590.65,24633.0,24633.45,24585.5,24588.7,24632.75,24585.6,24632.55,24611.755387,24653.416699,52.2096,0.16898798454045544,0.8832116788320731,0.009384775808148504,0.10740354535977846,0.10740354535977846,1.610220355717346,0.08814736153057502,0.2156374230725448,False,True,0.007319855310857062,-0.04554576637868754,-0.09068487412899988,-0.13501066462253225,-0.49551353868239423,"up,down,down",True,112.25,18.681367,24600.0,9.349999999998545,2024-10-24,2.0,NSE_FO|43752|24-10-2024,0.0,0.0,0.0,1.202672605790641,14.120267260579059,"flat,flat,flat"
1112,2024-10-22T14:25:00+05:30,PE,24579.45,24592.5,24592.85,24560.9,24591.25,24605.25,24585.05,24592.45,24607.01518,24648.218952,43.7012,0.16716734008344003,0.40845070422536656,0.010954616588374858,0.5805946791862586,0.5805946791862586,1.0905059527800713,-0.05756561653813701,0.13468576858992515,False,True,-0.045159676070872956,-0.11981553696279097,-0.10028702839160947,-0.25529456517538024,-0.39748651820932007,"down,down,up",True,128.3,18.279221,24600.0,20.549999999999272,2024-10-24,2.0,NSE_FO|43752|24-10-2024,0.0,0.0,0.0,-0.15588464536244506,3.858144972720178,"flat,flat,flat"
1113,2024-10-22T14:30:00+05:30,PE,24568.35,24579.85,24581.9,24566.25,24592.5,24592.85,24560.9,24579.45,24603.332782,24645.086836,41.1796,0.1694214115691634,0.7348242811500915,0.13099041533563704,0.13418530351427155,0.13418530351427155,0.5525457406367754,-0.08711332805968572,0.11827037330017852,False,False,-0.0746895904690325,-0.05515225890220252,-0.04436602376634091,-0.3809779655532364,-0.22956364591027817,"down,up,up",True,103.05,13.766437,24550.0,-18.349999999998545,2024-10-24,2.0,NSE_FO|43750|24-10-2024,0.0,0.0,0.0,4.512372634643383,3.9301310043668094,"flat,flat,flat"
1114,2024-10-22T14:35:00+05:30,PE,24550.0,24568.7,24569.15,24541.15,24579.85,24581.9,24566.25,24568.35,24598.25347,24641.357941,39.1048,0.17492733599830768,0.6678571428571688,0.016071428571454556,0.3160714285713766,0.3160714285713766,0.9893873017722788,-0.11831518865960446,0.1009360063002222,False,False,0.019551934826880946,0.030346232179229035,-0.10325865580447471,-0.2663951120162992,-0.38004073319755305,"up,up,down",True,107.7,13.672434,24550.0,0.0,2024-10-24,2.0,NSE_FO|43750|24-10-2024,0.0,0.0,0.0,0.09285051067780345,12.859795728876502,"flat,flat,flat"
1117,2024-10-22T14:50:00+05:30,PE,24524.65,24557.6,24559.15,24524.65,24554.75,24562.85,24542.55,24557.45,24584.339979,24630.486271,38.172,0.18735436845326936,0.9550724637680316,0.044927536231968414,0.0,0.0,1.2441826796283333,-0.10246351547983877,0.10974249140009232,False,True,-0.032416364759540815,-0.20346875490578437,-0.16330508284523085,-0.16901362506702736,-0.4627996729820813,"down,down,up",False,,,,,,,,,,,,,
1126,2024-10-23T09:20:00+05:30,PE,24456.7,24511.65,24516.75,24451.85,24378.15,24518.3,24378.1,24511.95,24522.362885,24585.123415,42.5348,0.2552784826034585,0.8466872110939829,0.07858243451461372,0.0747303543914033,0.0747303543914033,1.7563804986989782,-0.022888842426485614,0.15395064309639683,False,True,0.13902120891207725,0.05397293993057414,-0.18624753135132405,0.20894069927667488,0.14351895390628558,"up,down,down",True,106.65,0.0,24450.0,-6.700000000000728,2024-10-24,1.0,NSE_FO|43725|24-10-2024,0.0,-14.439756211908113,-14.439756211908113,21.98781059540552,-22.972339428035628,"flat,down,flat"
1129,2024-10-23T09:35:00+05:30,PE,24411.15,24468.55,24475.5,24408.35,24490.5,24495.4,24453.2,24469.9,24504.782089,24570.54141,38.8276,0.2676348066682726,0.8548026805658462,0.10349962769918954,0.04169769173496426,0.04169769173496426,1.5970616918888996,-0.11949540662573271,0.10028032965236851,False,False,-0.013928061562038064,0.3506594322676258,0.3959256323442272,0.44569796998502437,0.497723376407912,"down,up,up",True,108.85,0.0,24400.0,-11.150000000001455,2024-10-24,1.0,NSE_FO|43714|24-10-2024,0.0,0.41341295360588226,0.41341295360588226,-38.86081763895269,-41.34129536058796,"flat,up,flat"
1138,2024-10-23T10:20:00+05:30,PE,24491.8,24546.95,24546.95,24490.9,24517.3,24556.55,24511.45,24545.5,24506.022584,24550.432464,54.9571,0.18089245501122705,0.9839429081177907,0.0,0.016057091882209256,0.016057091882209256,1.2609593792903107,0.16700962328633373,0.25944979071463176,False,True,0.013473897386060937,0.08370148376191215,0.1667905176426485,0.13535142374182974,0.3150033888893485,"up,up,up",True,107.15,25.79037,24500.0,8.200000000000728,2024-10-24,1.0,NSE_FO|43727|24-10-2024,0.0,-1.2599160055996346,-1.2599160055996346,-21.745216985534306,-17.125524965002338,"flat,down,flat"
1142,2024-10-23T10:40:00+05:30,PE,24497.15,24531.65,24533.45,24496.4,24511.9,24535.6,24499.3,24532.65,24507.190957,24544.368048,53.0802,0.1514689273209084,0.9311740890688442,0.04858299595139832,0.020242914979757484,0.020242914979757484,0.8670367240249317,0.10714831841019894,0.22619351022788717,False,True,0.14083270911105986,0.113482588790938,0.14552713274808626,0.24737571513420353,0.3479996652671841,"up,down,up",True,104.45,22.972006,24500.0,2.849999999998545,2024-10-24,1.0,NSE_FO|43727|24-10-2024,0.0,-18.717089516515077,-18.717089516515077,-22.690282431785548,-31.306845380564862,"flat,down,flat"
1301,2024-10-25T11:25:00+05:30,PE,24147.35,24187.55,24189.4,24146.3,24197.15,24213.75,24183.7,24188.15,24210.85423,24284.612127,38.2744,0.3037227714993823,0.9327146171693432,0.04292343387475845,0.02436194895589836,0.02436194895589836,1.2118825676232494,-0.08861409761170318,0.11743661243794251,False,False,-0.060876245219442675,0.03416523966397969,0.009731916752779013,-0.008282482342782956,-0.10974289104187417,"down,up,down",True,167.05,19.239173,24150.0,2.650000000001455,2024-10-31,6.0,NSE_FO|49009|31-10-2024,0.0,3.9209817419934048,3.9209817419934048,-5.9862316671655185,-5.178090392098177,"flat,up,flat"
1310,2024-10-25T12:10:00+05:30,PE,24137.75,24148.7,24153.95,24134.85,24154.55,24163.6,24144.9,24149.5,24171.651131,24242.340277,38.6533,0.2915937372064164,0.5732984293193443,0.27486910994761254,0.15183246073304313,0.15183246073304313,0.6445970148206752,-0.07323095515513374,0.12598280269159645,False,False,-0.009528642893390114,-0.1503868421870277,-0.07001481082537293,-0.06545763378939326,-0.046400348002613036,"down,down,up",True,165.5,15.865601,24150.0,12.25,2024-10-31,6.0,NSE_FO|49009|31-10-2024,0.0,3.293051359516609,3.293051359516609,9.728096676737156,8.489425981873119,"flat,up,flat"
1320,2024-10-25T13:00:00+05:30,PE,24121.35,24136.8,24140.7,24116.0,24118.35,24139.15,24117.25,24136.55,24140.787853,24202.855714,43.7492,0.2564485023314697,0.625506072874505,0.15789473684215952,0.21659919028333552,0.21659919028333552,0.9131923088356024,-0.0003639193572963172,0.1664644892459451,False,True,0.035860347783193955,0.021557665719376104,-0.03150735758984694,-0.05949086597557162,-0.05555244627683698,"up,down,down",True,154.65,14.387848,24100.0,-21.349999999998545,2024-10-31,6.0,NSE_FO|49007|31-10-2024,0.0,-2.398965405754936,-2.398965405754936,-0.1939864209505408,4.655674102812796,"flat,down,flat"
1323,2024-10-25T13:15:00+05:30,PE,24113.75,24126.1,24132.55,24112.95,24130.45,24131.55,24117.5,24126.55,24136.144939,24193.848944,42.1297,0.23850692435735824,0.6301020408162991,0.3290816326531228,0.04081632653057815,0.04081632653057815,0.779356314509819,-0.014894420832688642,0.1583919884262854,False,False,-0.03856720750608791,-0.007879321963616008,-0.027992328028614382,0.011818982945408925,-0.07547561038826697,"down,up,down",True,154.35,13.356669,24100.0,-13.75,2024-10-31,6.0,NSE_FO|49007|31-10-2024,0.0,3.1746031746031784,3.1746031746031784,4.8590864917395535,0.5442176870748322,"flat,up,flat"
