trade_id,variant,period,date,underlying,signal_bar_timestamp,entry_timestamp,exit_timestamp,option_type,strike,strike_mode,expiry,instrument_key,entry_premium,exit_premium,underlying_entry,underlying_exit,option_atr,underlying_atr,quantity,setup_score,signal_reason,regime,stop_loss,target,exit_reason,gross_pnl,brokerage,stt,exchange_charges,sebi_charges,gst,stamp_duty,slippage,total_cost,net_pnl,capital_before,capital_after,holding_time_mins,mfe_pct,mae_pct,option_return_pct,underlying_return_pct,option_underlying_ratio,is_expiry_day,entry_hour,gap_through_stop,same_candle_conflict
V8-A_0011,V8-A,DEVELOPMENT,2024-01-04,NIFTY50,2024-01-04T10:55:00+05:30,2024-01-04T11:00:00+05:30,2024-01-04T11:15:00+05:30,CE,21650.0,ATM,2024-01-04,NSE_FO|NIFTY2410421650CE,48.02,55.22,21634.65,21644.95,0.06,14.09,100,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,38.1,55.22,TARGET,720.3,5.16,8.28,5.16,0.01,1.86,0.14,1.03,21.64,698.66,103757.09,104455.75,15.0,74.3,0.0,15.0,0.05,315.07,True,10:00,False,False
V8-A_0012,V8-A,DEVELOPMENT,2024-01-04,NIFTY50,2024-01-04T11:35:00+05:30,2024-01-04T11:40:00+05:30,2024-01-04T12:20:00+05:30,CE,21650.0,ATM,2024-01-04,NSE_FO|NIFTY2410421650CE,48.05,55.26,21641.25,21663.25,1.2,12.61,100,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,38.16,55.26,TARGET,720.75,5.17,8.29,5.17,0.01,1.86,0.14,1.03,21.67,699.08,104455.75,105154.83,40.0,74.19,-0.02,15.0,0.1,147.55,True,11:00,False,False
V8-A_0013,V8-A,DEVELOPMENT,2024-01-05,BANKNIFTY,2024-01-05T11:30:00+05:30,2024-01-05T11:35:00+05:30,2024-01-05T11:45:00+05:30,PE,48100.0,ATM,2024-01-10,NSE_FO|BANKNIFTY2411048100PE,356.6,410.09,48097.65,48053.65,12.28,49.98,15,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,281.57,410.09,TARGET,802.35,5.75,9.23,5.75,0.01,2.07,0.16,1.15,24.12,778.23,105154.83,105933.06,10.0,73.88,-1.23,15.0,-0.09,-163.97,False,11:00,False,False
V8-A_0014,V8-A,DEVELOPMENT,2024-01-05,NIFTY50,2024-01-05T11:35:00+05:30,2024-01-05T11:40:00+05:30,2024-01-05T14:05:00+05:30,PE,21700.0,ATM,2024-01-11,NSE_FO|NIFTY2411121700PE,187.63,215.77,21685.95,21656.35,11.67,14.51,25,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,148.85,215.77,TARGET,703.61,5.04,8.09,5.04,0.01,1.82,0.14,1.01,21.15,682.46,105933.06,106615.52,145.0,29.24,-7.4,15.0,-0.14,-109.9,False,11:00,False,False
V8-A_0015,V8-A,DEVELOPMENT,2024-01-05,BANKNIFTY,2024-01-05T12:05:00+05:30,2024-01-05T12:10:00+05:30,2024-01-05T13:30:00+05:30,PE,48100.0,ATM,2024-01-10,NSE_FO|BANKNIFTY2411048100PE,354.33,407.48,48111.1,48053.6,23.23,44.86,15,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,280.16,407.48,TARGET,797.24,5.71,9.17,5.71,0.01,2.06,0.16,1.14,23.96,773.28,106615.52,107388.8,80.0,74.99,-0.6,15.0,-0.12,-125.51,False,12:00,False,False
V8-A_0016,V8-A,DEVELOPMENT,2024-01-08,NIFTY50,2024-01-08T09:55:00+05:30,2024-01-08T10:00:00+05:30,2024-01-08T10:50:00+05:30,PE,21700.0,ATM,2024-01-11,NSE_FO|NIFTY2411121700PE,151.97,174.77,21675.25,21650.05,17.6,24.28,25,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,119.87,174.77,TARGET,569.89,4.08,6.55,4.08,0.01,1.47,0.11,0.82,17.12,552.77,107388.8,107941.57,50.0,113.42,-16.1,15.0,-0.12,-129.02,False,09:00,False,False
V8-A_0017,V8-A,DEVELOPMENT,2024-01-08,BANKNIFTY,2024-01-08T10:40:00+05:30,2024-01-08T10:45:00+05:30,2024-01-08T10:50:00+05:30,PE,48000.0,ATM,2024-01-10,NSE_FO|BANKNIFTY2411048000PE,238.41,274.17,48017.95,47959.5,34.71,61.34,15,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,187.68,274.17,TARGET,536.42,3.84,6.17,3.84,0.01,1.38,0.11,0.77,16.12,520.3,107941.57,108461.87,5.0,243.32,0.0,15.0,-0.12,-123.23,False,10:00,False,False
V8-A_0018,V8-A,DEVELOPMENT,2024-01-08,NIFTY50,2024-01-08T12:25:00+05:30,2024-01-08T12:30:00+05:30,2024-01-08T13:40:00+05:30,PE,21600.0,ATM,2024-01-11,NSE_FO|NIFTY2411121600PE,141.43,162.64,21585.35,21562.2,12.74,20.92,25,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,111.77,162.64,TARGET,530.36,3.8,6.1,3.8,0.01,1.37,0.11,0.76,15.95,514.41,108461.87,108976.28,70.0,63.26,-10.27,15.0,-0.11,-139.86,False,12:00,False,False
V8-A_0019,V8-A,DEVELOPMENT,2024-01-09,BANKNIFTY,2024-01-09T11:05:00+05:30,2024-01-09T11:10:00+05:30,2024-01-09T14:25:00+05:30,CE,47900.0,ATM,2024-01-10,NSE_FO|BANKNIFTY2411047900CE,204.79,161.33,47920.5,47311.25,4.91,58.5,15,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,161.33,235.51,STOP_LOSS,-651.87,2.75,3.63,2.75,0.01,0.99,0.09,0.55,10.77,-662.64,108976.28,108313.64,195.0,9.18,-27.42,-21.22,-1.27,16.69,False,11:00,False,False
V8-A_0020,V8-A,DEVELOPMENT,2024-01-09,NIFTY50,2024-01-09T11:25:00+05:30,2024-01-09T11:30:00+05:30,2024-01-09T12:35:00+05:30,CE,21700.0,ATM,2024-01-11,NSE_FO|NIFTY2411121700CE,107.66,123.81,21687.55,21704.85,3.29,18.46,25,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,85.21,123.81,TARGET,403.72,2.89,4.64,2.89,0.01,1.04,0.08,0.58,12.13,391.59,108313.64,108705.23,65.0,22.81,-6.28,15.0,0.08,188.04,False,11:00,False,False
V8-A_0021,V8-A,DEVELOPMENT,2024-01-09,NIFTY50,2024-01-09T15:20:00+05:30,2024-01-09T15:25:00+05:30,2024-01-09T15:25:00+05:30,CE,21550.0,ATM,2024-01-11,NSE_FO|NIFTY2411121550CE,106.98,108.97,21545.45,21551.95,24.15,24.62,25,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,84.36,123.03,INTRADAY_SQUARE_OFF,49.75,2.7,4.09,2.7,0.01,0.97,0.08,0.54,11.09,38.66,108705.23,108743.89,0.0,7.63,0.0,1.86,0.03,61.66,False,15:00,False,False
