trade_id,variant,period,date,underlying,signal_bar_timestamp,entry_timestamp,exit_timestamp,option_type,strike,strike_mode,expiry,instrument_key,entry_premium,exit_premium,underlying_entry,underlying_exit,option_atr,underlying_atr,quantity,setup_score,signal_reason,regime,stop_loss,target,exit_reason,gross_pnl,brokerage,stt,exchange_charges,sebi_charges,gst,stamp_duty,slippage,total_cost,net_pnl,capital_before,capital_after,holding_time_mins,mfe_pct,mae_pct,option_return_pct,underlying_return_pct,option_underlying_ratio,is_expiry_day,entry_hour,gap_through_stop,same_candle_conflict
V8-A_0280,V8-A,DEVELOPMENT,2024-05-28,NIFTY50,2024-05-28T11:45:00+05:30,2024-05-28T11:50:00+05:30,2024-05-28T12:20:00+05:30,PE,22950.0,ATM,2024-05-30,NSE_FO|NIFTY2453022950PE,114.51,131.69,22949.45,22929.9,1.97,16.94,100,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,90.76,131.69,TARGET,1717.65,12.31,19.75,12.31,0.02,4.44,0.34,2.46,51.63,1666.02,290041.6,291707.62,30.0,77.77,-0.47,15.0,-0.09,-176.08,False,11:00,False,False
V8-A_0281,V8-A,DEVELOPMENT,2024-05-29,NIFTY50,2024-05-29T10:45:00+05:30,2024-05-29T10:50:00+05:30,2024-05-29T11:10:00+05:30,PE,22750.0,ATM,2024-05-30,NSE_FO|NIFTY2453022750PE,94.62,108.81,22742.85,22725.25,8.64,22.72,125,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,74.75,108.81,TARGET,1774.12,12.71,20.4,12.71,0.03,4.58,0.35,2.54,53.32,1720.81,291707.62,293428.43,20.0,59.84,-7.69,15.0,-0.08,-193.83,False,10:00,False,False
V8-A_0282,V8-A,DEVELOPMENT,2024-05-29,NIFTY50,2024-05-29T11:50:00+05:30,2024-05-29T11:55:00+05:30,2024-05-29T12:15:00+05:30,PE,22750.0,ATM,2024-05-30,NSE_FO|NIFTY2453022750PE,111.43,88.26,22725.9,22741.8,14.83,18.07,125,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,88.26,128.14,STOP_LOSS,-2896.49,12.48,16.55,12.48,0.03,4.5,0.42,2.5,48.96,-2945.45,293428.43,290482.98,20.0,35.73,-21.62,-20.8,0.07,-297.22,False,11:00,False,False
V8-A_0283,V8-A,DEVELOPMENT,2024-05-29,BANKNIFTY,2024-05-29T12:00:00+05:30,2024-05-29T12:05:00+05:30,2024-05-29T12:05:00+05:30,PE,48600.0,ATM,2024-05-29,NSE_FO|BANKNIFTY2452948600PE,107.94,124.13,48606.15,48591.25,8.37,47.0,120,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,85.31,124.13,TARGET,1942.92,13.92,22.34,13.92,0.03,5.02,0.39,2.78,58.4,1884.52,290482.98,292367.5,0.0,182.1,-0.04,15.0,-0.03,-489.32,True,12:00,False,False
V8-A_0284,V8-A,DEVELOPMENT,2024-05-30,BANKNIFTY,2024-05-30T09:50:00+05:30,2024-05-30T09:55:00+05:30,2024-05-30T12:55:00+05:30,CE,48800.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460548800CE,390.35,448.9,48768.25,48865.35,35.94,87.03,30,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,305.31,448.9,TARGET,1756.57,12.59,20.2,12.59,0.03,4.54,0.35,2.52,52.82,1703.75,292367.5,294071.25,180.0,61.28,-2.87,15.0,0.2,75.34,False,09:00,False,False
V8-A_0285,V8-A,DEVELOPMENT,2024-05-30,NIFTY50,2024-05-30T10:35:00+05:30,2024-05-30T10:40:00+05:30,2024-05-30T10:45:00+05:30,PE,22600.0,ATM,2024-05-30,NSE_FO|NIFTY2453022600PE,69.12,54.51,22581.0,22594.45,17.41,25.78,200,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,54.51,79.49,STOP_LOSS,-2922.62,12.36,16.35,12.36,0.02,4.45,0.41,2.47,48.42,-2971.04,294071.25,291100.21,5.0,233.04,-27.39,-21.14,0.06,-354.94,True,10:00,False,False
V8-A_0286,V8-A,DEVELOPMENT,2024-05-30,NIFTY50,2024-05-30T11:35:00+05:30,2024-05-30T11:40:00+05:30,2024-05-30T13:25:00+05:30,PE,22550.0,ATM,2024-05-30,NSE_FO|NIFTY2453022550PE,52.57,60.46,22547.5,22539.2,1.77,19.7,250,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,41.6,60.46,TARGET,1971.37,14.13,22.67,14.13,0.03,5.09,0.39,2.83,59.27,1912.1,291100.21,293012.31,105.0,245.06,-4.93,15.0,-0.04,-407.48,True,11:00,False,False
V8-A_0287,V8-A,DEVELOPMENT,2024-05-31,NIFTY50,2024-05-31T10:45:00+05:30,2024-05-31T10:50:00+05:30,2024-05-31T14:35:00+05:30,PE,22500.0,ATM,2024-06-06,NSE_FO|NIFTY2460622500PE,180.18,207.21,22525.25,22491.05,0.79,30.45,75,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,141.71,207.21,TARGET,2027.02,14.53,23.31,14.53,0.03,5.24,0.41,2.91,60.96,1966.06,293012.31,294978.37,225.0,19.01,-2.11,15.0,-0.15,-98.79,False,10:00,False,False
V8-A_0288,V8-A,DEVELOPMENT,2024-05-31,BANKNIFTY,2024-05-31T10:45:00+05:30,2024-05-31T10:50:00+05:30,2024-05-31T11:00:00+05:30,PE,48700.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460548700PE,358.79,412.61,48721.1,48674.25,10.47,93.54,30,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,280.14,412.61,TARGET,1614.55,11.57,18.57,11.57,0.02,4.17,0.32,2.31,48.53,1566.02,294978.37,296544.39,10.0,35.62,-4.96,15.0,-0.1,-155.99,False,10:00,False,False
V8-A_0289,V8-A,DEVELOPMENT,2024-05-31,BANKNIFTY,2024-05-31T11:45:00+05:30,2024-05-31T11:50:00+05:30,2024-05-31T15:20:00+05:30,PE,48700.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460548700PE,358.76,343.72,48748.95,49090.4,39.02,76.71,30,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,281.36,412.57,INTRADAY_SQUARE_OFF,-451.2,10.54,15.47,10.54,0.02,3.8,0.32,2.11,42.8,-494.0,296544.39,296050.39,210.0,5.16,-4.95,-4.19,0.7,-5.99,False,11:00,False,False
V8-A_0290,V8-A,DEVELOPMENT,2024-06-04,BANKNIFTY,2024-06-04T09:55:00+05:30,2024-06-04T10:00:00+05:30,2024-06-04T10:00:00+05:30,PE,49400.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460549400PE,226.19,260.12,49363.6,49370.25,227.08,264.01,45,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,168.86,260.12,TARGET,1526.78,10.94,17.56,10.94,0.02,3.94,0.31,2.19,45.9,1480.88,296050.39,297531.27,0.0,1369.97,-16.42,15.0,0.01,1113.46,False,09:00,False,False
V8-A_0291,V8-A,DEVELOPMENT,2024-06-04,NIFTY50,2024-06-04T12:35:00+05:30,2024-06-04T12:40:00+05:30,2024-06-04T12:45:00+05:30,PE,21450.0,ATM,2024-06-06,NSE_FO|NIFTY2460621450PE,106.52,77.28,21475.15,21907.6,36.44,160.07,100,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,77.28,122.5,STOP_LOSS,-2924.45,9.19,11.59,9.19,0.02,3.31,0.32,1.84,35.46,-2959.91,297531.27,294571.36,5.0,0.0,-65.06,-27.45,2.01,-13.63,False,12:00,False,False
V8-A_0292,V8-A,DEVELOPMENT,2024-06-04,BANKNIFTY,2024-06-04T12:35:00+05:30,2024-06-04T12:40:00+05:30,2024-06-04T13:20:00+05:30,PE,46400.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460546400PE,178.49,127.11,46451.1,47477.6,96.45,408.09,45,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,127.11,205.26,STOP_LOSS,-2312.14,6.88,8.58,6.88,0.01,2.48,0.24,1.38,26.45,-2338.59,294571.36,292232.77,40.0,0.0,-61.15,-28.79,2.21,-13.03,False,12:00,False,False
V8-A_0293,V8-A,DEVELOPMENT,2024-06-05,BANKNIFTY,2024-06-05T10:15:00+05:30,2024-06-05T10:20:00+05:30,2024-06-05T10:20:00+05:30,PE,46800.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460546800PE,103.95,119.54,46844.4,46693.7,79.62,294.28,105,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,76.63,119.54,TARGET,1637.21,11.73,18.83,11.73,0.02,4.23,0.33,2.35,49.22,1587.99,292232.77,293820.76,0.0,334.52,-87.79,15.0,-0.32,-46.63,True,10:00,False,False
V8-A_0294,V8-A,DEVELOPMENT,2024-06-05,BANKNIFTY,2024-06-05T10:50:00+05:30,2024-06-05T10:55:00+05:30,2024-06-05T10:55:00+05:30,PE,47000.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460547000PE,125.26,144.05,46979.05,47231.5,195.98,255.29,90,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,93.4,144.05,TARGET,1691.01,12.12,19.45,12.12,0.02,4.37,0.34,2.42,50.84,1640.17,293820.76,295460.93,0.0,57.54,-86.01,15.0,0.54,27.91,True,10:00,False,False
V8-A_0295,V8-A,DEVELOPMENT,2024-06-05,BANKNIFTY,2024-06-05T12:10:00+05:30,2024-06-05T12:15:00+05:30,2024-06-05T12:15:00+05:30,CE,47700.0,ATM,2024-06-05,NSE_FO|BANKNIFTY2460547700CE,105.84,121.72,47672.9,47823.05,110.32,218.91,105,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,79.81,121.72,TARGET,1666.98,11.95,19.17,11.95,0.02,4.31,0.33,2.39,50.12,1616.86,295460.93,297077.79,0.0,1512.93,-0.01,15.0,0.31,47.63,True,12:00,False,False
V8-A_0296,V8-A,DEVELOPMENT,2024-06-06,NIFTY50,2024-06-06T10:55:00+05:30,2024-06-06T11:00:00+05:30,2024-06-06T11:05:00+05:30,CE,22900.0,ATM,2024-06-06,NSE_FO|NIFTY2460622900CE,50.8,58.42,22884.45,22909.1,0.98,46.5,250,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,39.61,58.42,TARGET,1905.0,13.65,21.91,13.65,0.03,4.92,0.38,2.73,57.27,1847.73,297077.79,298925.52,5.0,20.12,-10.55,15.0,0.11,139.26,True,10:00,False,False
V8-A_0297,V8-A,DEVELOPMENT,2024-06-06,NIFTY50,2024-06-06T11:15:00+05:30,2024-06-06T11:20:00+05:30,2024-06-06T15:20:00+05:30,CE,22900.0,ATM,2024-06-06,NSE_FO|NIFTY2460622900CE,50.85,50.53,22898.55,22848.05,2.56,41.51,250,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,39.76,58.48,INTRADAY_SQUARE_OFF,-80.0,12.67,18.95,12.67,0.03,4.57,0.38,2.53,51.8,-131.8,298925.52,298793.72,240.0,0.9,-10.64,-0.63,-0.22,2.85,True,11:00,False,False
V8-A_0298,V8-A,DEVELOPMENT,2024-06-06,BANKNIFTY,2024-06-06T11:20:00+05:30,2024-06-06T11:25:00+05:30,2024-06-06T15:20:00+05:30,CE,49600.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461249600CE,402.78,386.33,49605.6,49339.3,27.09,115.97,30,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,312.81,463.2,INTRADAY_SQUARE_OFF,-493.5,11.84,17.38,11.84,0.02,4.27,0.36,2.37,48.08,-541.58,298793.72,298252.14,235.0,1.61,-17.22,-4.08,-0.54,7.61,False,11:00,False,False
V8-A_0299,V8-A,DEVELOPMENT,2024-06-07,BANKNIFTY,2024-06-07T10:20:00+05:30,2024-06-07T10:25:00+05:30,2024-06-07T10:25:00+05:30,CE,49300.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461249300CE,404.16,464.78,49340.95,49434.45,94.44,116.87,30,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,313.76,464.78,TARGET,1818.72,13.03,20.92,13.03,0.03,4.7,0.36,2.61,54.68,1764.04,298252.14,300016.18,0.0,138.85,-1.22,15.0,0.19,79.16,False,10:00,False,False
V8-A_0300,V8-A,DEVELOPMENT,2024-06-07,NIFTY50,2024-06-07T10:25:00+05:30,2024-06-07T10:30:00+05:30,2024-06-07T10:35:00+05:30,CE,23000.0,ATM,2024-06-13,NSE_FO|NIFTY2461323000CE,184.05,211.66,22990.4,23041.75,1.65,42.78,50,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,143.81,211.66,TARGET,1380.37,9.89,15.87,9.89,0.02,3.56,0.28,1.98,41.49,1338.88,300016.18,301355.06,5.0,161.22,-0.11,15.0,0.22,67.16,False,10:00,False,False
V8-A_0301,V8-A,DEVELOPMENT,2024-06-07,BANKNIFTY,2024-06-07T11:30:00+05:30,2024-06-07T11:35:00+05:30,2024-06-07T11:35:00+05:30,CE,49600.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461249600CE,411.15,472.82,49645.75,49777.4,43.63,92.84,30,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,321.23,472.82,TARGET,1850.17,13.26,21.28,13.26,0.03,4.78,0.37,2.65,55.63,1794.54,301355.06,303149.6,0.0,69.62,-2.84,15.0,0.27,56.57,False,11:00,False,False
V8-A_0302,V8-A,DEVELOPMENT,2024-06-10,BANKNIFTY,2024-06-10T10:25:00+05:30,2024-06-10T10:30:00+05:30,2024-06-10T10:35:00+05:30,PE,49900.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461249900PE,247.86,285.04,49932.95,49828.85,68.87,120.48,45,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,192.31,285.04,TARGET,1673.05,11.99,19.24,11.99,0.02,4.32,0.33,2.4,50.29,1622.76,303149.6,304772.36,5.0,108.82,-0.89,15.0,-0.21,-71.95,False,10:00,False,False
V8-A_0303,V8-A,DEVELOPMENT,2024-06-10,NIFTY50,2024-06-10T13:45:00+05:30,2024-06-10T13:50:00+05:30,2024-06-10T14:25:00+05:30,PE,23350.0,ATM,2024-06-13,NSE_FO|NIFTY2461323350PE,137.2,157.78,23351.55,23261.95,12.53,18.32,100,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,108.68,157.78,TARGET,2058.0,14.75,23.67,14.75,0.03,5.32,0.41,2.95,61.88,1996.12,304772.36,306768.48,35.0,86.81,0.0,15.0,-0.38,-39.09,False,13:00,False,False
V8-A_0304,V8-A,DEVELOPMENT,2024-06-10,NIFTY50,2024-06-10T15:05:00+05:30,2024-06-10T15:10:00+05:30,2024-06-10T15:20:00+05:30,PE,23250.0,ATM,2024-06-13,NSE_FO|NIFTY2461323250PE,136.62,149.64,23275.9,23236.85,1.9,26.11,100,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,107.76,157.11,INTRADAY_SQUARE_OFF,1302.0,14.31,22.45,14.31,0.03,5.16,0.41,2.86,59.53,1242.47,306768.48,308010.95,10.0,16.53,-0.01,9.53,-0.17,-56.8,False,15:00,False,False
V8-A_0305,V8-A,DEVELOPMENT,2024-06-11,BANKNIFTY,2024-06-11T10:30:00+05:30,2024-06-11T10:35:00+05:30,2024-06-11T10:35:00+05:30,CE,49900.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461249900CE,191.93,220.72,49899.1,49928.2,4.39,84.91,60,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,150.28,220.72,TARGET,1727.37,12.38,19.86,12.38,0.02,4.46,0.35,2.48,51.93,1675.44,308010.95,309686.39,0.0,36.61,-3.15,15.0,0.06,257.21,False,10:00,False,False
V8-A_0306,V8-A,DEVELOPMENT,2024-06-11,BANKNIFTY,2024-06-11T10:50:00+05:30,2024-06-11T10:55:00+05:30,2024-06-11T13:20:00+05:30,CE,49900.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461249900CE,191.9,220.69,49892.05,49918.1,6.04,77.02,60,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,150.56,220.69,TARGET,1727.1,12.38,19.86,12.38,0.02,4.46,0.35,2.48,51.93,1675.17,309686.39,311361.56,145.0,36.63,-3.13,15.0,0.05,287.29,False,10:00,False,False
V8-A_0307,V8-A,DEVELOPMENT,2024-06-11,NIFTY50,2024-06-11T12:00:00+05:30,2024-06-11T12:05:00+05:30,2024-06-11T15:00:00+05:30,PE,23300.0,ATM,2024-06-13,NSE_FO|NIFTY2461323300PE,115.73,133.09,23319.4,23273.35,0.18,16.98,125,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,91.74,133.09,TARGET,2169.94,15.55,24.95,15.55,0.03,5.6,0.43,3.11,65.22,2104.72,311361.56,313466.28,175.0,57.76,-0.81,15.0,-0.2,-75.96,False,12:00,False,False
V8-A_0308,V8-A,DEVELOPMENT,2024-06-12,NIFTY50,2024-06-12T11:20:00+05:30,2024-06-12T11:25:00+05:30,2024-06-12T11:55:00+05:30,CE,23400.0,ATM,2024-06-13,NSE_FO|NIFTY2461323400CE,108.13,124.35,23418.1,23435.05,17.27,21.55,125,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,85.51,124.35,TARGET,2027.44,14.53,23.32,14.53,0.03,5.24,0.41,2.91,60.97,1966.47,313466.28,315432.75,30.0,17.28,-18.39,15.0,0.07,207.24,False,11:00,False,False
V8-A_0309,V8-A,DEVELOPMENT,2024-06-12,BANKNIFTY,2024-06-12T11:30:00+05:30,2024-06-12T11:35:00+05:30,2024-06-12T11:35:00+05:30,CE,50000.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461250000CE,127.16,146.23,50016.1,50009.1,52.92,66.57,105,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,100.04,146.23,TARGET,2002.77,14.35,23.03,14.35,0.03,5.17,0.4,2.87,60.2,1942.57,315432.75,317375.32,0.0,70.86,-14.52,15.0,-0.01,-1071.77,True,11:00,False,False
V8-A_0310,V8-A,DEVELOPMENT,2024-06-12,BANKNIFTY,2024-06-12T11:50:00+05:30,2024-06-12T11:55:00+05:30,2024-06-12T15:20:00+05:30,CE,50100.0,ATM,2024-06-12,NSE_FO|BANKNIFTY2461250100CE,111.16,109.3,50071.35,49893.9,25.2,63.01,120,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,87.53,127.83,INTRADAY_SQUARE_OFF,-223.2,13.23,19.67,13.23,0.03,4.77,0.4,2.65,53.98,-277.18,317375.32,317098.14,205.0,5.86,-3.95,-1.67,-0.35,4.72,True,11:00,False,False
V8-A_0311,V8-A,DEVELOPMENT,2024-06-13,BANKNIFTY,2024-06-13T10:45:00+05:30,2024-06-13T10:50:00+05:30,2024-06-13T11:20:00+05:30,PE,49900.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461949900PE,399.63,459.57,49947.55,49858.65,3.06,68.45,30,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,314.23,459.57,TARGET,1798.33,12.89,20.68,12.89,0.03,4.65,0.36,2.58,54.08,1744.25,317098.14,318842.39,30.0,24.56,-0.32,15.0,-0.18,-84.28,False,10:00,False,False
V8-A_0312,V8-A,DEVELOPMENT,2024-06-13,NIFTY50,2024-06-13T11:30:00+05:30,2024-06-13T11:35:00+05:30,2024-06-13T15:20:00+05:30,PE,23350.0,ATM,2024-06-13,NSE_FO|NIFTY2461323350PE,51.87,51.74,23369.7,23405.6,0.03,19.79,275,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,41.06,59.65,INTRADAY_SQUARE_OFF,-35.75,14.25,21.34,14.25,0.03,5.14,0.43,2.85,58.29,-94.04,318842.39,318748.35,225.0,0.0,-0.46,-0.25,0.15,-1.63,True,11:00,False,False
V8-A_0313,V8-A,DEVELOPMENT,2024-06-13,BANKNIFTY,2024-06-13T12:00:00+05:30,2024-06-13T12:05:00+05:30,2024-06-13T12:10:00+05:30,PE,50000.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461950000PE,406.83,467.85,49993.45,49939.25,40.87,53.58,30,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,321.1,467.85,TARGET,1830.73,13.12,21.05,13.12,0.03,4.73,0.37,2.62,55.04,1775.69,318748.35,320524.04,5.0,46.0,-1.58,15.0,-0.11,-138.36,False,12:00,False,False
V8-A_0314,V8-A,DEVELOPMENT,2024-06-14,BANKNIFTY,2024-06-14T10:10:00+05:30,2024-06-14T10:15:00+05:30,2024-06-14T12:10:00+05:30,PE,50000.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461950000PE,368.37,423.63,50022.95,49980.8,62.68,68.06,30,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,289.68,423.63,TARGET,1657.66,11.88,19.06,11.88,0.02,4.28,0.33,2.38,49.83,1607.83,320524.04,322131.87,115.0,18.41,-0.16,15.0,-0.08,-178.02,False,10:00,False,False
V8-A_0315,V8-A,DEVELOPMENT,2024-06-18,BANKNIFTY,2024-06-18T10:25:00+05:30,2024-06-18T10:30:00+05:30,2024-06-18T10:30:00+05:30,CE,50100.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461950100CE,220.66,253.76,50127.9,50168.7,45.86,70.4,60,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,173.43,253.76,TARGET,1985.94,14.23,22.84,14.23,0.03,5.13,0.4,2.85,59.71,1926.23,322131.87,324058.1,0.0,191.88,-0.43,15.0,0.08,184.29,False,10:00,False,False
V8-A_0316,V8-A,DEVELOPMENT,2024-06-18,BANKNIFTY,2024-06-18T12:30:00+05:30,2024-06-18T12:35:00+05:30,2024-06-18T12:40:00+05:30,CE,50300.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461950300CE,198.79,228.61,50305.3,50316.8,23.71,42.51,75,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,157.35,228.61,TARGET,2236.39,16.03,25.72,16.03,0.03,5.78,0.45,3.21,67.25,2169.14,324058.1,326227.24,5.0,127.62,-2.71,15.0,0.02,656.16,False,12:00,False,False
V8-A_0317,V8-A,DEVELOPMENT,2024-06-18,BANKNIFTY,2024-06-18T13:05:00+05:30,2024-06-18T13:10:00+05:30,2024-06-18T13:15:00+05:30,CE,50300.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461950300CE,214.53,246.71,50321.0,50335.25,25.01,35.61,60,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,170.11,246.71,TARGET,1930.77,13.84,22.2,13.84,0.03,4.99,0.39,2.77,58.06,1872.71,326227.24,328099.95,5.0,110.92,-3.53,15.0,0.03,529.69,False,13:00,False,False
V8-A_0318,V8-A,DEVELOPMENT,2024-06-19,BANKNIFTY,2024-06-19T10:30:00+05:30,2024-06-19T10:35:00+05:30,2024-06-19T10:55:00+05:30,CE,50800.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461950800CE,112.8,129.72,50795.85,51028.0,104.36,119.55,120,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,87.59,129.72,TARGET,2030.4,14.55,23.35,14.55,0.03,5.24,0.41,2.91,61.04,1969.36,328099.95,330069.31,20.0,994.5,-0.73,15.0,0.46,32.82,True,10:00,False,False
V8-A_0319,V8-A,DEVELOPMENT,2024-06-19,NIFTY50,2024-06-19T11:15:00+05:30,2024-06-19T11:20:00+05:30,2024-06-19T11:20:00+05:30,PE,23500.0,ATM,2024-06-20,NSE_FO|NIFTY2462023500PE,90.4,103.96,23501.9,23488.05,25.49,31.03,150,85.0,V7-G Control: Pullback Retest + Bearish Reversal Confirmation,TRENDING,71.13,103.96,TARGET,2034.0,14.58,23.39,14.58,0.03,5.25,0.41,2.92,61.16,1972.84,330069.31,332042.15,0.0,23.56,-3.11,15.0,-0.06,-254.53,False,11:00,False,False
V8-A_0320,V8-A,DEVELOPMENT,2024-06-19,BANKNIFTY,2024-06-19T11:30:00+05:30,2024-06-19T11:35:00+05:30,2024-06-19T11:40:00+05:30,CE,51000.0,ATM,2024-06-19,NSE_FO|BANKNIFTY2461951000CE,113.21,130.19,50983.05,51063.5,43.33,119.49,120,85.0,V7-G Control: Pullback Retest + Bullish Reversal Confirmation,TRENDING,87.91,130.19,TARGET,2037.78,14.6,23.43,14.6,0.03,5.26,0.41,2.92,61.25,1976.53,332042.15,334018.68,5.0,823.03,-0.11,15.0,0.16,95.06,True,11:00,False,False
